Building Name,District Name,County,"City, State, Zip Code",Performance Index Score 2015-16,City,State,Zip Code,Code+4
Craddock Elementary School,Aurora City,Portage,"Aurora, OH, 44202-9369",NC,Aurora, OH, 44202,9369
Austinburg Elementary School,Geneva Area City,Ashtabula,"Austinburg, OH, 44010-9703",92.205,Austinburg, OH, 44010,9703
Austintown Middle School,Austintown Local Schools,Mahoning,"Youngstown, OH, 44515-3537",81.997,Youngstown, OH, 44515,3537
Avery Elementary School,Hilliard City,Franklin,"Hilliard, OH, 43026-1007",92.171,Hilliard, OH, 43026,1007
Avon East Elementary School,Avon Local,Lorain,"Avon, OH, 44011-2058",NC,Avon, OH, 44011,2058
Avon Early Learning Center,Avon Local,Lorain,"Avon, OH, 44011-1821",NC,Avon, OH, 44011,1821
Avon High School,Avon Local,Lorain,"Avon, OH, 44011-2133",97.610,Avon, OH, 44011,2133
Avon Lake High School,Avon Lake City,Lorain,"Avon Lake, OH, 44012-1600",94.192,Avon Lake, OH, 44012,1600
Avondale Elementary School,Columbus City,Franklin,"Columbus, OH, 43222-1461",73.885,Columbus, OH, 43222,1461
Avondale Elementary School,Plain Local,Stark,"Canton, OH, 44708-1651",104.048,Canton, OH, 44708,1651
Ayersville Elementary School,Ayersville Local,Defiance,"Defiance, OH, 43512-8851",96.965,Defiance, OH, 43512,8851
Ayersville High School,Ayersville Local,Defiance,"Defiance, OH, 43512-8851",90.837,Defiance, OH, 43512,8851
Babeck Early Childhood School,Edgewood City,Butler,"Trenton, OH, 45067-1849",NC,Trenton, OH, 45067,1849
Badger High School,Joseph Badger Local,Trumbull,"Kinsman, OH, 44428-9788",88.707,Kinsman, OH, 44428,9788
Paint Valley Middle School,Paint Valley Local,Ross,"Bainbridge, OH, 45612-9708",70.958,Bainbridge, OH, 45612,9708
Baker Elementary School,Mathews Local,Trumbull,"Vienna, OH, 44473-9606",99.897,Vienna, OH, 44473,9606
Barber Community Learning Center,Akron City,Summit,"Akron, OH, 44305-1760",61.162,Akron, OH, 44305,1760
Barberton High School,Barberton City,Summit,"Barberton, OH, 44203-1765",66.174,Barberton, OH, 44203,1765
Warren Middle School,Warren Local,Washington,"Vincent, OH, 45784-5036",83.666,Vincent, OH, 45784,5036
Barnesville Elementary School,Barnesville Exempted Village,Belmont,"Barnesville, OH, 43713-1069",93.981,Barnesville, OH, 43713,1069
Barnesville High School,Barnesville Exempted Village,Belmont,"Barnesville, OH, 43713-9115",76.235,Barnesville, OH, 43713,9115
Brookside Intermediate School,Sheffield-Sheffield Lake City,Lorain,"Sheffield Village, OH, 44054-2628",92.373,Sheffield Village, OH, 44054,2628
Barrington Road Elementary School,Upper Arlington City,Franklin,"Upper Arlington, OH, 43221-3839",106.025,Upper Arlington, OH, 43221,3839
Bascom Elementary School,LaBrae Local,Trumbull,"Leavittsburg, OH, 44430-9644",NC,Leavittsburg, OH, 44430,9644
Bassett Elementary School,Westlake City,Cuyahoga,"Westlake, OH, 44145-2964",107.018,Westlake, OH, 44145,2964
Bataan Memorial Primary School,Port Clinton City,Ottawa,"Port Clinton, OH, 43452-2160",NC,Port Clinton, OH, 43452,2160
Batavia Elementary School,Batavia Local,Clermont,"Batavia, OH, 45103-2803",88.694,Batavia, OH, 45103,2803
Batavia High School,Batavia Local,Clermont,"Batavia, OH, 45103-3213",84.111,Batavia, OH, 45103,3213
Bath Elementary School,Revere Local,Summit,"Akron, OH, 44333-2126",107.477,Akron, OH, 44333,2126
Bath Elementary School,Bath Local,Allen,"Lima, OH, 45801-2258",91.229,Lima, OH, 45801,2258
Bath High School,Bath Local,Allen,"Lima, OH, 45801-2242",82.058,Lima, OH, 45801,2242
Bath Middle School,Bath Local,Allen,"Lima, OH, 45801-2244",90.558,Lima, OH, 45801,2244
Bauer Elementary School,Miamisburg City,Montgomery,"Dayton, OH, 45449-3609",93.225,Dayton, OH, 45449,3609
Bay High School,Bay Village City,Cuyahoga,"Bay Village, OH, 44140-1809",98.556,Bay Village, OH, 44140,1809
Bay Middle School,Bay Village City,Cuyahoga,"Bay Village, OH, 44140-2026",102.886,Bay Village, OH, 44140,2026
Lakeview Elementary School,Lakeview Local,Trumbull,"Warren, OH, 44481-9351",96.549,Warren, OH, 44481,9351
Beachwood High School,Beachwood City,Cuyahoga,"Beachwood, OH, 44122-2250",98.277,Beachwood, OH, 44122,2250
Beacon Elementary School,Hilliard City,Franklin,"Hilliard, OH, 43026-1223",88.953,Hilliard, OH, 43026,1223
Beallsville Elementary School,Switzerland of Ohio Local,Monroe,"Beallsville, OH, 43716-0262",66.818,Beallsville, OH, 43716,0262
Beallsville High School,Switzerland of Ohio Local,Monroe,"Beallsville, OH, 43716-0262",52.902,Beallsville, OH, 43716,0262
Bear Elementary School,Miamisburg City,Montgomery,"Miamisburg, OH, 45342-3049",91.378,Miamisburg, OH, 45342,3049
Beatty Park Elementary School,Columbus City,Franklin,"Columbus, OH, 43203-1100",39.833,Columbus, OH, 43203,1100
Columbus Spanish Immersion K-6 School,Columbus City,Franklin,"Columbus, OH, 43224-2125",75.079,Columbus, OH, 43224,2125
Beaver Local Middle School,Beaver Local,Columbiana,"East Liverpool, OH, 43920-8788",87.360,East Liverpool, OH, 43920,8788
Beaver Local High School,Beaver Local,Columbiana,"East Liverpool, OH, 43920-8788",78.659,East Liverpool, OH, 43920,8788
Beavercreek High School,Beavercreek City,Greene,"Beavercreek, OH, 45434-6416",89.703,Beavercreek, OH, 45434,6416
Beavertown Elementary School,Kettering City School District,Montgomery,"Kettering, OH, 45419-2141",98.383,Kettering, OH, 45419,2141
Bedford High School,Bedford City,Cuyahoga,"Bedford, OH, 44146-2201",70.748,Bedford, OH, 44146,2201
Beechwood Elementary School,Whitehall City,Franklin,"Whitehall, OH, 43213-2313",65.220,Whitehall, OH, 43213,2313
Winton Woods Primary North,Winton Woods City,Hamilton,"Cincinnati, OH, 45218-1229",NC,Cincinnati, OH, 45218,1229
Belden Elementary School,Canton City,Stark,"Canton, OH, 44704-2257",60.374,Canton, OH, 44704,2257
Bellaire High School,Bellaire Local,Belmont,"Bellaire, OH, 43906-1278",67.910,Bellaire, OH, 43906,1278
Bellbrook Middle School,Bellbrook-Sugarcreek Local,Greene,"Bellbrook, OH, 45305-9704",100.788,Bellbrook, OH, 45305,9704
Bellbrook High School,Bellbrook-Sugarcreek Local,Greene,"Bellbrook, OH, 45305-8750",93.611,Bellbrook, OH, 45305,8750
Benjamin Logan Elementary School,Benjamin Logan Local,Logan,"Bellefontaine, OH, 43311-9532",89.416,Bellefontaine, OH, 43311,9532
Belle Haven PreK-6 School,Dayton City,Montgomery,"Dayton, OH, 45416-1219",48.384,Dayton, OH, 45416,1219
Bellefontaine High School,Bellefontaine City,Logan,"Bellefontaine, OH, 43311-2509",75.198,Bellefontaine, OH, 43311,2509
Bellevue High School,Bellevue City,Huron,"Bellevue, OH, 44811-1033",76.393,Bellevue, OH, 44811,1033
Bellevue Middle School,Bellevue City,Huron,"Bellevue, OH, 44811-1431",85.917,Bellevue, OH, 44811,1431
Bellville Elementary School,Clear Fork Valley Local,Richland,"Bellville, OH, 44813-1218",91.100,Bellville, OH, 44813,1218
Belmont High School,Dayton City,Montgomery,"Dayton, OH, 45420-1833",44.453,Dayton, OH, 45420,1833
Damascus Elementary,West Branch Local,Mahoning,"Salem, OH, 44460",93.478,Salem, OH, 44460,
Belpre High School,Belpre City,Washington,"Belpre, OH, 45714-2387",71.332,Belpre, OH, 45714,2387
Gearity Professional Development School,Cleveland Heights-University Heights City,Cuyahoga,"University Hts, OH, 44118-3902",76.628,University Hts, OH, 44118,3902
Benjamin Franklin,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44109-4460",64.892,Cleveland, OH, 44109,4460
Berkshire High School,Berkshire Local,Geauga,"Burton, OH, 44021",83.740,Burton, OH, 44021,
Western Reserve Middle School,Western Reserve Local,Mahoning,"Berlin Center, OH, 44401-9752",86.957,Berlin Center, OH, 44401,9752
Berlin Elementary School,East Holmes Local,Holmes,"Berlin, OH, 44610-0310",97.980,Berlin, OH, 44610,0310
Edison Middle School (formerly Berlin-Milan Middle School),Edison Local (formerly Berlin-Milan),Erie,"Berlin Heights, OH, 44814-9603",96.823,Berlin Heights, OH, 44814,9603
Berne Union Elementary School,Berne Union Local,Fairfield,"Sugar Grove, OH, 43155-9500",99.536,Sugar Grove, OH, 43155,9500
Berne Union High School,Berne Union Local,Fairfield,"Sugar Grove, OH, 43155-9500",75.826,Sugar Grove, OH, 43155,9500
Berry Intermediate School,Lebanon City,Warren,"Lebanon, OH, 45036-1512",94.083,Lebanon, OH, 45036,1512
Berwick Alternative K-8 School,Columbus City,Franklin,"Columbus, OH, 43209-3130",69.892,Columbus, OH, 43209,3130
Bethel Elementary School,Bethel Local,Miami,"Tipp City, OH, 45371-7316",92.306,Tipp City, OH, 45371,7316
Bethel Tate High School,Bethel-Tate Local,Clermont,"Bethel, OH, 45106-8560",82.534,Bethel, OH, 45106,8560
Bethel High School,Bethel Local,Miami,"Tipp City, OH, 45371-7316",76.788,Tipp City, OH, 45371,7316
Bethel-Tate Middle School,Bethel-Tate Local,Clermont,"Bethel, OH, 45106-1366",86.740,Bethel, OH, 45106,1366
Bettes Elementary School,Akron City,Summit,"Akron, OH, 44310-2620",73.380,Akron, OH, 44310,2620
Betty Jane Community Learning Center,Akron City,Summit,"Akron, OH, 44305-3004",80.152,Akron, OH, 44305,3004
Beverly Elementary School,Toledo City,Lucas,"Toledo, OH, 43614-4441",89.152,Toledo, OH, 43614,4441
Beverly-Center Elementary School,Fort Frye Local,Washington,"Beverly, OH, 45715-1028",94.211,Beverly, OH, 45715,1028
Beverly Gardens Elementary School,Mad River Local,Montgomery,"Dayton, OH, 45431-2270",91.718,Dayton, OH, 45431,2270
Bexley High School,Bexley City,Franklin,"Bexley, OH, 43209-1898",103.323,Bexley, OH, 43209,1898
River Valley Middle School,Gallia County Local,Gallia,"Bidwell, OH, 45614-9010",83.548,Bidwell, OH, 45614,9010
Big Walnut High School,Big Walnut Local,Delaware,"Sunbury, OH, 43074-5001",81.342,Sunbury, OH, 43074,5001
Binns Elementary School,Columbus City,Franklin,"Columbus, OH, 43204-2381",75.190,Columbus, OH, 43204,2381
Birmingham Elementary School,Toledo City,Lucas,"Toledo, OH, 43605-1208",60.709,Toledo, OH, 43605,1208
Samuel Bissell Elementary School,Twinsburg City,Summit,"Twinsburg, OH, 44087-1214",102.742,Twinsburg, OH, 44087,1214
Black River High School,Black River Local,Medina,"Sullivan, OH, 44880-9731",77.772,Sullivan, OH, 44880,9731
Blairwood Elementary School,Jefferson Township Local,Montgomery,"Dayton, OH, 45418-2023",73.765,Dayton, OH, 45418,2023
Blanchester Middle School,Blanchester Local,Clinton,"Blanchester, OH, 45107-7907",86.046,Blanchester, OH, 45107,7907
Blanchester High School,Blanchester Local,Clinton,"Blanchester, OH, 45107-7907",85.519,Blanchester, OH, 45107,7907
Bloom Carroll Intermediate School,Bloom-Carroll Local,Fairfield,"Lithopolis, OH, 43136-0208",93.812,Lithopolis, OH, 43136,0208
South Webster Jr/Sr High School,Bloom-Vernon Local,Scioto,"South Webster, OH, 45682-0100",78.820,South Webster, OH, 45682,0100
Bloom Carroll Primary School,Bloom-Carroll Local,Fairfield,"Carroll, OH, 43112-9661",NC,Carroll, OH, 43112,9661
Edgewood Elementary School,Edgewood City,Butler,"Trenton, OH, 45067-7612",93.199,Trenton, OH, 45067,7612
Bloomfield High School,Bloomfield-Mespo Local,Trumbull,"North Bloomfield, OH, 44450-9702",87.500,North Bloomfield, OH, 44450,9702
Miami Trace Middle School,Miami Trace Local,Fayette,"Washington Court House, OH, 43160-9184",82.780,Washington Court House, OH, 43160,9184
E J Blott Elementary School,Liberty Local,Trumbull,"Youngstown, OH, 44505-1352",85.692,Youngstown, OH, 44505,1352
Blue Ash Elementary,Sycamore Community City,Hamilton,"Cincinnati, OH, 45236-1007",98.978,Cincinnati, OH, 45236,1007
Bluffton Elementary School,Bluffton Exempted Village,Allen,"Bluffton, OH, 45817-1218",108.065,Bluffton, OH, 45817,1218
Bluffton High School,Bluffton Exempted Village,Allen,"Bluffton, OH, 45817-1203",89.146,Bluffton, OH, 45817,1203
Wapakoneta Middle School,Wapakoneta City,Auglaize,"Wapakoneta, OH, 45895-1454",95.638,Wapakoneta, OH, 45895,1454
Boardman Glenwood Junior High,Boardman Local,Mahoning,"Youngstown, OH, 44512-5822",91.317,Youngstown, OH, 44512,5822
Boardman High School,Boardman Local,Mahoning,"Youngstown, OH, 44512-5824",86.551,Youngstown, OH, 44512,5824
Bolich Middle School,Cuyahoga Falls City,Summit,"Cuyahoga Falls, OH, 44223-2202",80.747,Cuyahoga Falls, OH, 44223,2202
Tuscarawas Valley Intermediate,Tuscarawas Valley Local,Tuscarawas,"Bolivar, OH, 44612-0196",96.828,Bolivar, OH, 44612,0196
Bolton,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44106-3519",36.583,Cleveland, OH, 44106,3519
Bond Hill Academy Elementary School,Cincinnati City,Hamilton,"Cincinnati, OH, 45237-5621",49.258,Cincinnati, OH, 45237,5621
Woodridge Middle School,Woodridge Local,Summit,"Peninsula, OH, 44264-9706",88.810,Peninsula, OH, 44264,9706
Botkins Elementary School,Botkins Local,Shelby,"Botkins, OH, 45306-0550",103.423,Botkins, OH, 45306,0550
Botkins High School,Botkins Local,Shelby,"Botkins, OH, 45306-0550",96.549,Botkins, OH, 45306,0550
Boulevard Elementary School,Shaker Heights City,Cuyahoga,"Shaker Heights, OH, 44120-2478",94.138,Shaker Heights, OH, 44120,2478
Boulevard Elementary School,Cleveland Heights-University Heights City,Cuyahoga,"Cleveland Heights, OH, 44118-1705",68.812,Cleveland Heights, OH, 44118,1705
Conotton Valley Elementary,Conotton Valley Union Local,Harrison,"Bowerston, OH, 44695-9632",82.705,Bowerston, OH, 44695,9632
Bowling Green High School,Bowling Green City School District,Wood,"Bowling Green, OH, 43402-1213",82.491,Bowling Green, OH, 43402,1213
Bowling Green Middle School,Bowling Green City School District,Wood,"Bowling Green, OH, 43402-1234",86.914,Bowling Green, OH, 43402,1234
Bowsher High School,Toledo City,Lucas,"Toledo, OH, 43614-4441",58.064,Toledo, OH, 43614,4441
LaBrae Intermediate School,LaBrae Local,Trumbull,"Leavittsburg, OH, 44430-9644",92.641,Leavittsburg, OH, 44430,9644
Bradford Elementary School,Bradford Exempted Village,Miami,"Bradford, OH, 45308-8605",85.676,Bradford, OH, 45308,8605
Bradford High School,Bradford Exempted Village,Miami,"Bradford, OH, 45308-8605",69.430,Bradford, OH, 45308,8605
Ballard Brady Middle School,Orange City,Cuyahoga,"Pepper Pike, OH, 44124-5922",99.799,Pepper Pike, OH, 44124,5922
Brantner Lane Elementary School,West Clermont Local,Clermont,"Cincinnati, OH, 45244-1505",77.687,Cincinnati, OH, 45244,1505
Brantwood Elementary School,Mad River Local,Montgomery,"Dayton, OH, 45404-1341",87.637,Dayton, OH, 45404,1341
Brecksville-Broadview Heights High School,Brecksville-Broadview Heights City,Cuyahoga,"Broadview Heights, OH, 44147-2260",103.747,Broadview Heights, OH, 44147,2260
Brecksville-Broadview Heights Middle School,Brecksville-Broadview Heights City,Cuyahoga,"Broadview Heights, OH, 44147-2260",105.234,Broadview Heights, OH, 44147,2260
Brent Elementary School,Finneytown Local,Hamilton,"Cincinnati, OH, 45231-4911",NC,Cincinnati, OH, 45231,4911
Brentmoor Elementary School,Mentor Exempted Village,Lake,"Mentor, OH, 44060-5531",99.609,Mentor, OH, 44060,5531
The Bridgeport School District - High School,Bridgeport Exempted Village,Belmont,"Bridgeport, OH, 43912-1516",75.493,Bridgeport, OH, 43912,1516
Bridgetown Middle School,Oak Hills Local,Hamilton,"Cincinnati, OH, 45211-4300",95.283,Cincinnati, OH, 45211,4300
Buckeye North Elementary School,Buckeye Local,Jefferson,"Brilliant, OH, 43913-1058",91.147,Brilliant, OH, 43913,1058
Brimfield Elementary School,Field Local,Portage,"Kent, OH, 44240-6916",95.400,Kent, OH, 44240,6916
Malabar Intermediate School,Mansfield City,Richland,"Mansfield, OH, 44907-2405",70.283,Mansfield, OH, 44907,2405
Bristol Elementary School,Bristol Local,Trumbull,"Bristolville, OH, 44402-0260",92.775,Bristolville, OH, 44402,0260
Bristol High School,Bristol Local,Trumbull,"Bristolville, OH, 44402-0260",81.268,Bristolville, OH, 44402,0260
Britton Elementary School,Hilliard City,Franklin,"Hilliard, OH, 43026-9446",88.715,Hilliard, OH, 43026,9446
Broadleigh Elementary School,Columbus City,Franklin,"Columbus, OH, 43209-1538",49.524,Columbus, OH, 43209,1538
Broadway Elementary School,Tipp City Exempted Village,Miami,"Tipp City, OH, 45371-1639",94.490,Tipp City, OH, 45371,1639
Brookfield High School,Brookfield Local,Trumbull,"Brookfield, OH, 44403-9756",79.516,Brookfield, OH, 44403,9756
Brookfield Middle School,Brookfield Local,Trumbull,"Brookfield, OH, 44403-9756",86.192,Brookfield, OH, 44403,9756
Brooklyn High School,Brooklyn City,Cuyahoga,"Brooklyn, OH, 44144-2614",70.277,Brooklyn, OH, 44144,2614
Brook Park Memorial Elementary School,Berea City,Cuyahoga,"Brook Park, OH, 44142-3522",85.045,Brook Park, OH, 44142,3522
Brooklyn Elementary School,Brooklyn City,Cuyahoga,"Brooklyn, OH, 44144-2614",72.303,Brooklyn, OH, 44144,2614
Brookside Elementary School,Worthington City,Franklin,"Columbus, OH, 43235-2820",88.608,Columbus, OH, 43235,2820
Brookside High School,Sheffield-Sheffield Lake City,Lorain,"Sheffield Village, OH, 44054-2624",81.632,Sheffield Village, OH, 44054,2624
Brookview Elementary School,Berea City,Cuyahoga,"Brook Park, OH, 44142-2557",78.166,Brook Park, OH, 44142,2557
Brookville High School,Brookville Local,Montgomery,"Brookville, OH, 45309",88.287,Brookville, OH, 45309,
Brown Elementary School,Hilliard City,Franklin,"Hilliard, OH, 43026-8309",86.480,Hilliard, OH, 43026,8309
Brown Middle School,Ravenna City,Portage,"Ravenna, OH, 44266-2642",77.662,Ravenna, OH, 44266,2642
William Bruce Elementary School,Eaton Community City,Preble,"Eaton, OH, 45320-1919",91.546,Eaton, OH, 45320,1919
Brunswick High School,Brunswick City,Medina,"Brunswick, OH, 44212-3617",80.583,Brunswick, OH, 44212,3617
Midview North Elementary School,Midview Local,Lorain,"Grafton, OH, 44044-1122",NC,Grafton, OH, 44044,1122
Brush High School,South Euclid-Lyndhurst City,Cuyahoga,"Lyndhurst, OH, 44124-2312",68.344,Lyndhurst, OH, 44124,2312
Bryan Elementary 2 to 5,Bryan City,Williams,"Bryan, OH, 43506-1686",90.040,Bryan, OH, 43506,1686
Bryan Middle School/High School,Bryan City,Williams,"Bryan, OH, 43506-1686",70.323,Bryan, OH, 43506,1686
Bryden Elementary School,Beachwood City,Cuyahoga,"Beachwood, OH, 44122-4162",NC,Beachwood, OH, 44122,4162
Buchtel High School,Akron City,Summit,"Akron, OH, 44320-2853",46.303,Akron, OH, 44320,2853
Buckeye Central High School,Buckeye Central Local,Crawford,"New Washington, OH, 44854-9521",84.492,New Washington, OH, 44854,9521
Buckeye Elementary School,Riverside Local,Lake,"Painesville, OH, 44077-1949",97.034,Painesville, OH, 44077,1949
Buckeye Elementary School,Salem City,Columbiana,"Salem, OH, 44460-1562",NC,Salem, OH, 44460,1562
Buckeye High School,Buckeye Local,Medina,"Medina, OH, 44256-9411",83.746,Medina, OH, 44256,9411
Buckeye Middle School,Columbus City,Franklin,"Columbus, OH, 43207-3742",51.052,Columbus, OH, 43207,3742
Buckeye Valley Local High School,Buckeye Valley Local,Delaware,"Delaware, OH, 43015-9564",87.876,Delaware, OH, 43015,9564
Buckskin Elementary School,Greenfield Exempted Village,Highland,"South Salem, OH, 45681-0069",84.465,South Salem, OH, 45681,0069
Bucyrus Secondary School,Bucyrus City,Crawford,"Bucyrus, OH, 44820-1761",69.454,Bucyrus, OH, 44820,1761
Budd Elementary School,Loudonville-Perrysville Exempted Village,Ashland,"Loudonville, OH, 44842-1245",95.798,Loudonville, OH, 44842,1245
Pugliese Elementary West,Steubenville City,Jefferson,"Steubenville, OH, 43952-3026",117.543,Steubenville, OH, 43952,3026
Brook Intermediate School,Rolling Hills Local,Guernsey,"Byesville, OH, 43723-9705",82.433,Byesville, OH, 43723,9705
Buhrer,Cleveland Municipal,Cuyahoga,"Cleveland, OH, 44109-1747",71.772,Cleveland, OH, 44109,1747
Ontario Primary School,Ashtabula Area City,Ashtabula,"Ashtabula, OH, 44004-9435",69.833,Ashtabula, OH, 44004,9435
Paul C Bunn Elementary School,Youngstown City,Mahoning,"Youngstown, OH, 44514-1274",72.757,Youngstown, OH, 44514,1274
Burlington Elementary School,South Point Local,Lawrence,"South Point, OH, 45680-8964",83.417,South Point, OH, 45680,8964
Wauseon Middle School,Wauseon Exempted Village,Fulton,"Wauseon, OH, 43567-1605",92.334,Wauseon, OH, 43567,1605
Burroughs Elementary School,Columbus City,Franklin,"Columbus, OH, 43204-3172",53.624,Columbus, OH, 43204,3172
Burroughs Elementary School,Toledo City,Lucas,"Toledo, OH, 43609-1611",73.859,Toledo, OH, 43609,1611
Burton Elementary School,Berkshire Local,Geauga,"Burton, OH, 44021-0406",94.516,Burton, OH, 44021,0406
Butler Elementary School,Clear Fork Valley Local,Richland,"Butler, OH, 44822-9675",89.822,Butler, OH, 44822,9675
Butler Middle School,Arcanum-Butler Local,Darke,"Arcanum, OH, 45304-1381",92.374,Arcanum, OH, 45304,1381
Butler High School,Vandalia-Butler City,Montgomery,"Vandalia, OH, 45377-2550",79.056,Vandalia, OH, 45377,2550
Byesville Elementary School,Rolling Hills Local,Guernsey,"Byesville, OH, 43723-1339",NC,Byesville, OH, 43723,1339
Shaker Hts Middle School,Shaker Heights City,Cuyahoga,"Shaker Heights, OH, 44122-2620",84.177,Shaker Heights, OH, 44122,2620
